Field,RA,DEC,ZP_u,ZP_J0378,ZP_J0395,ZP_J0410,ZP_J0430,ZP_g,ZP_J0515,ZP_r,ZP_J0660,ZP_i,ZP_J0861,ZP_z
SPLUS-s27s39,62.47,-34.87,20.834,20.044,20.027,20.995,21.086,23.446,21.387,23.531,21.05,23.348,21.602,22.779
SPLUS-s27s40,64.11,-34.87,20.739,19.933,19.934,20.933,21.039,23.419,21.367,23.494,21.017,23.287,21.575,22.688
SPLUS-s27s41,65.75,-34.87,20.734,19.956,19.963,20.937,21.033,23.398,21.346,23.485,21.021,23.289,21.579,22.713
SPLUS-s27s42,67.4,-34.87,20.789,19.984,19.982,20.949,21.054,23.422,21.366,23.489,21.01,23.291,21.574,22.689
SPLUS-s27s43,69.04,-34.87,20.818,20.008,20.009,20.982,21.079,23.451,21.397,23.503,21.028,23.316,21.583,22.738
SPLUS-s27s44,70.68,-34.87,20.566,19.881,19.876,20.858,20.955,23.33,21.281,23.435,20.968,23.308,21.562,22.719
SPLUS-s27s45,72.33,-34.87,20.237,19.443,19.434,20.456,20.602,22.893,20.816,22.81,20.31,22.581,20.833,22.002
SPLUS-s27s46,73.97,-34.87,20.225,19.421,19.428,20.45,20.586,22.887,20.798,22.805,20.3,22.572,20.824,21.995
SPLUS-s27s47,315.62,-34.87,20.785,19.989,20.024,21.009,21.134,23.499,21.443,23.523,21.046,23.336,21.605,22.787
SPLUS-s27s48,317.26,-34.87,20.815,20.015,20.02,21.024,21.155,23.518,21.456,23.539,21.047,23.351,21.615,22.818
SPLUS-s27s49,318.9,-34.87,20.797,20.02,19.989,20.965,21.115,23.506,21.437,23.542,21.049,23.346,21.609,22.787
SPLUS-s28s28,45.0,-36.19,19.807,19.032,19.016,19.975,20.061,22.46,20.411,22.588,20.138,22.458,20.721,21.904
SPLUS-s28s29,46.67,-36.19,19.921,19.123,19.073,20.018,20.089,22.475,20.42,22.6,20.139,22.467,20.727,21.915
SPLUS-s28s30,48.33,-36.19,19.669,18.937,18.939,19.9,19.973,22.349,20.32,22.513,20.078,22.398,20.688,21.838
SPLUS-s28s31,50.0,-36.19,19.918,19.132,19.103,20.046,20.129,22.496,20.438,22.607,20.149,22.469,20.728,21.916
SPLUS-s28s32,51.67,-36.19,20.962,20.141,20.148,21.167,21.293,23.614,21.555,23.601,21.125,23.397,21.654,22.834
SPLUS-s28s33,53.33,-36.19,20.929,20.143,20.149,21.147,21.262,23.582,21.521,23.592,21.105,23.386,21.648,22.811
SPLUS-s28s34,55.0,-36.19,20.995,20.194,20.174,21.185,21.3,23.616,21.542,23.598,21.11,23.398,21.647,22.839
SPLUS-s28s35,56.67,-36.19,20.711,19.984,19.91,20.962,21.08,23.446,21.12,23.505,20.402,23.317,21.583,22.628
SPLUS-s28s36,58.33,-36.19,20.814,20.014,20.0,20.966,21.067,23.425,21.369,23.497,21.024,23.326,21.6,22.752
SPLUS-s28s37,60.0,-36.19,20.826,20.017,19.995,20.986,21.097,23.468,21.409,23.521,21.044,23.336,21.612,22.768
SPLUS-s28s38,61.67,-36.19,20.84,20.03,20.014,20.991,21.102,23.462,21.414,23.512,21.032,23.318,21.587,22.736
SPLUS-s28s39,63.33,-36.19,20.841,20.036,20.016,20.985,21.09,23.446,21.403,23.509,21.039,23.318,21.59,22.742
SPLUS-s28s40,65.0,-36.19,20.838,20.013,19.995,20.976,21.092,23.455,21.404,23.488,21.029,23.044,21.588,22.722
SPLUS-s28s41,66.67,-36.19,20.818,20.007,19.989,20.96,21.061,23.445,21.381,23.491,21.009,23.315,21.582,22.766
SPLUS-s28s42,68.33,-36.19,20.838,20.016,20.011,20.995,21.102,23.466,21.416,23.51,21.028,23.317,21.587,22.75
SPLUS-s28s43,70.0,-36.19,20.728,19.923,19.898,20.871,20.955,23.279,21.233,23.409,20.959,23.293,21.572,22.744
SPLUS-s28s44,71.67,-36.19,20.842,20.014,20.012,20.971,21.067,23.438,21.392,23.507,21.035,23.324,21.593,22.761
SPLUS-s28s45,73.33,-36.19,20.845,20.033,20.039,21.006,21.109,23.478,21.415,23.527,21.043,23.34,21.6,22.776
SPLUS-s28s46,75.0,-36.19,20.207,19.425,19.434,20.453,20.594,22.893,20.809,22.809,20.303,22.578,20.829,22.008
SPLUS-s28s47,315.0,-36.19,20.223,19.438,19.455,20.46,20.59,22.891,20.801,22.801,20.308,22.572,20.768,21.992
SPLUS-s28s48,316.67,-36.19,20.722,19.972,19.973,20.969,21.109,23.476,21.419,23.519,21.039,23.339,21.608,22.8
SPLUS-s28s49,318.33,-36.19,20.86,20.06,20.017,21.034,21.161,23.521,21.455,23.552,21.084,23.361,21.626,22.797
SPLUS-s29s28,45.85,-37.51,19.774,19.051,19.018,19.965,20.043,22.439,20.401,22.572,20.131,22.441,20.721,21.865
SPLUS-s29s29,47.55,-37.51,19.851,19.097,19.048,20.005,20.078,22.464,20.415,22.592,20.15,22.461,20.726,21.911
SPLUS-s29s30,49.25,-37.51,19.881,19.109,19.076,20.022,20.094,22.477,20.424,22.593,20.148,22.451,20.716,21.868
SPLUS-s29s31,50.94,-37.51,20.957,20.163,20.167,21.161,21.289,23.604,21.533,23.576,21.092,23.36,21.646,22.792
SPLUS-s29s32,52.64,-37.51,20.606,19.819,19.795,20.752,20.851,23.236,21.198,23.368,20.906,23.216,21.517,22.609
SPLUS-s29s33,54.34,-37.51,20.831,20.053,20.023,20.981,21.08,23.424,21.379,23.489,21.019,23.303,21.571,22.715
SPLUS-s29s34,56.04,-37.51,20.865,20.06,20.01,20.991,21.095,23.442,21.384,23.498,21.029,23.313,21.575,22.747
SPLUS-s29s35,57.74,-37.51,20.811,19.998,19.988,20.982,21.079,23.44,21.386,23.497,21.028,23.304,21.579,22.716
SPLUS-s29s36,59.43,-37.51,20.775,19.97,19.959,20.937,21.045,23.405,21.353,23.482,21.023,23.308,21.575,22.738
SPLUS-s29s37,61.13,-37.51,20.775,19.991,19.99,20.938,21.031,23.383,21.339,23.467,20.999,23.286,21.573,22.683
SPLUS-s29s38,62.83,-37.51,20.813,20.02,19.99,20.974,21.088,23.429,21.379,23.494,21.022,23.307,21.577,22.725
SPLUS-s29s39,64.53,-37.51,20.842,20.058,20.048,20.824,21.032,23.437,21.381,23.485,21.018,23.296,21.584,22.738
SPLUS-s29s40,66.23,-37.51,20.839,20.046,20.013,20.974,21.077,23.431,21.379,23.493,21.018,23.305,21.562,22.72
SPLUS-s29s41,67.93,-37.51,20.786,19.977,19.948,20.939,21.058,23.429,21.382,23.503,21.026,23.331,21.601,22.783
SPLUS-s29s42,69.62,-37.51,20.736,19.919,19.946,20.966,21.087,23.448,21.403,23.513,21.024,23.306,21.563,22.731
SPLUS-s29s43,71.32,-37.51,20.806,19.979,19.972,20.994,21.11,23.467,21.421,23.52,21.032,23.326,21.599,22.747
SPLUS-s29s44,73.02,-37.51,20.792,20.007,19.989,20.958,21.052,23.411,21.372,23.495,21.012,23.328,21.581,22.791
SPLUS-s29s45,74.72,-37.51,20.231,19.417,19.418,20.45,20.588,22.883,20.803,22.806,20.303,22.585,20.833,22.027
SPLUS-s29s46,315.85,-37.51,20.944,20.153,20.15,21.192,21.337,23.656,21.588,23.607,21.124,23.397,21.673,22.832
SPLUS-s29s47,317.55,-37.51,20.76,19.992,20.019,21.018,21.153,23.519,21.474,23.537,21.053,23.349,21.606,22.815
SPLUS-s29s48,319.25,-37.51,20.792,20.014,20.023,21.01,21.14,23.514,21.457,23.547,21.056,23.353,21.609,22.817
SPLUS-s29s65,348.11,-37.51,20.965,20.182,20.184,21.17,21.295,23.614,21.551,23.598,21.111,23.39,21.644,22.82
SPLUS-s30s23,37.9,-38.82,20.979,20.202,20.219,21.199,21.336,23.653,21.597,23.606,21.027,23.317,21.591,22.762
SPLUS-s30s28,46.51,-38.82,19.836,19.079,19.045,20.004,20.096,22.478,20.421,22.604,20.144,22.461,20.722,21.897
SPLUS-s30s29,48.23,-38.82,19.935,19.151,19.106,20.041,20.116,22.492,20.445,22.609,20.145,22.474,20.726,21.877
SPLUS-s30s30,49.95,-38.82,19.878,19.092,19.042,19.994,20.075,22.457,20.409,22.592,20.133,22.465,20.724,21.925
SPLUS-s30s31,51.68,-38.82,19.921,19.119,19.086,20.027,20.09,22.477,20.423,22.605,20.154,22.469,20.727,21.92
SPLUS-s30s32,53.4,-38.82,19.872,19.117,19.075,20.019,20.102,22.475,20.431,22.6,20.148,22.462,20.724,21.903
SPLUS-s30s33,55.12,-38.82,19.935,19.148,19.101,20.044,20.116,22.508,20.455,22.615,20.156,22.477,20.73,21.903
SPLUS-s30s34,56.84,-38.82,19.938,19.146,19.086,20.049,20.131,22.499,20.45,22.62,20.164,22.473,20.732,21.916
SPLUS-s30s35,58.57,-38.82,20.809,19.986,19.975,20.978,21.074,23.432,21.38,23.499,21.02,23.316,21.575,22.734
SPLUS-s30s36,60.29,-38.82,20.828,20.035,20.032,20.982,21.084,23.442,21.393,23.5,21.029,23.316,21.593,22.751
SPLUS-s30s37,62.01,-38.82,20.714,19.919,19.909,20.865,20.965,23.327,21.284,23.435,20.967,23.264,21.553,22.661
SPLUS-s30s38,63.73,-38.82,20.674,19.887,19.867,20.832,20.939,23.314,21.276,23.425,20.956,23.258,21.545,22.671
SPLUS-s30s39,65.45,-38.82,20.43,19.65,19.625,20.558,20.622,23.017,20.986,23.239,20.787,23.146,21.469,22.529
SPLUS-s30s40,67.18,-38.82,20.793,19.995,19.973,20.949,21.064,23.432,21.389,23.496,21.023,23.321,21.6,22.741
SPLUS-s30s41,68.9,-38.82,20.784,19.976,19.985,20.952,21.068,23.439,21.395,23.508,21.035,23.332,21.605,22.76
SPLUS-s30s42,70.62,-38.82,20.786,19.986,19.983,20.952,21.061,23.428,21.382,23.496,21.021,23.317,21.583,22.738
SPLUS-s30s43,72.35,-38.82,20.787,19.99,19.978,20.948,21.053,23.415,21.37,23.48,21.009,23.285,21.576,22.689
SPLUS-s30s45,315.22,-38.82,20.955,20.147,20.15,21.181,21.309,23.645,21.579,23.631,21.033,23.322,21.596,22.753
SPLUS-s30s47,318.66,-38.82,20.812,20.053,20.025,21.011,21.14,23.509,21.455,23.538,21.065,23.348,21.619,22.787
SPLUS-s31s10,15.8,-40.14,20.89,20.111,20.064,21.044,21.177,23.502,21.454,23.539,21.058,23.343,21.605,22.76
SPLUS-s31s23,38.63,-40.14,20.939,20.154,20.176,21.138,21.267,23.584,21.514,23.573,21.083,23.36,21.628,22.784
SPLUS-s31s28,47.42,-40.14,19.843,19.096,19.073,20.024,20.127,22.51,20.467,22.615,20.157,22.455,20.718,21.872
SPLUS-s31s29,49.17,-40.14,19.882,19.117,19.089,20.037,20.123,22.503,20.452,22.611,20.155,22.466,20.729,21.904
SPLUS-s31s30,50.93,-40.14,19.836,19.106,19.066,20.029,20.114,22.499,20.45,22.616,20.163,22.468,20.721,21.906
SPLUS-s31s31,52.68,-40.14,19.839,19.097,19.075,20.019,20.116,22.491,20.441,22.605,20.154,22.452,20.726,21.917
SPLUS-s31s32,54.44,-40.14,19.814,19.048,19.037,19.98,20.079,22.468,20.417,22.582,20.13,22.44,20.72,21.869
SPLUS-s31s33,56.2,-40.14,19.918,19.143,19.114,20.058,20.134,22.507,20.461,22.615,20.157,22.466,20.724,21.911
SPLUS-s31s34,57.95,-40.14,19.945,19.145,19.093,20.048,20.112,22.491,20.443,22.608,20.151,22.459,20.728,21.88
SPLUS-s31s35,59.71,-40.14,20.752,19.961,19.956,20.925,21.038,23.4,21.362,23.482,21.009,23.311,21.586,22.727
SPLUS-s31s36,61.46,-40.14,20.756,19.98,19.972,20.929,21.042,23.406,21.364,23.48,21.01,23.301,21.575,22.716
SPLUS-s31s37,63.22,-40.14,20.787,20.002,19.978,20.958,21.071,23.43,21.385,23.484,21.012,23.302,21.569,22.726
SPLUS-s31s38,64.98,-40.14,20.719,19.942,19.911,20.884,20.983,23.34,21.294,23.456,20.982,23.297,21.572,22.733
SPLUS-s31s39,66.73,-40.14,20.713,19.93,19.925,20.865,20.965,23.333,21.352,23.44,20.982,23.308,21.552,22.658
SPLUS-s31s40,68.49,-40.14,20.795,20.01,19.972,20.951,21.045,23.403,21.352,23.478,21.004,23.294,21.568,22.702
SPLUS-s31s41,70.25,-40.14,20.81,19.995,19.996,20.966,21.074,23.447,21.403,23.501,21.023,23.306,21.58,22.729
SPLUS-s31s42,72.0,-40.14,20.777,19.972,19.96,20.932,21.042,23.411,21.368,23.482,21.002,23.312,21.575,22.756
SPLUS-s31s44,316.1,-40.14,20.93,20.154,20.189,21.199,21.327,23.659,21.587,23.608,21.118,23.405,21.649,22.715
SPLUS-s31s45,317.85,-40.14,20.751,19.947,19.978,21.009,21.139,23.505,21.457,23.54,21.073,23.364,21.62,22.816
SPLUS-s31s58,340.68,-40.14,20.968,20.181,20.175,21.161,21.273,23.492,21.523,23.538,21.068,23.356,21.621,22.792
SPLUS-s32s22,37.61,-41.45,20.83,20.036,20.041,21.009,21.13,23.487,21.442,23.531,21.054,23.335,21.609,22.759
SPLUS-s32s28,48.36,-41.45,19.834,19.074,19.018,19.989,20.079,22.458,20.408,22.579,20.125,22.436,20.712,21.858
SPLUS-s32s29,50.15,-41.45,19.856,19.088,19.045,20.008,20.095,22.482,20.431,22.595,20.136,22.444,20.714,21.868
SPLUS-s32s30,51.94,-41.45,19.844,19.078,19.051,20.014,20.102,22.481,20.436,22.592,20.137,22.441,20.715,21.866
SPLUS-s32s31,53.73,-41.45,19.828,19.053,19.003,19.963,20.049,22.439,20.396,22.574,20.112,22.433,20.707,21.859
SPLUS-s32s32,55.52,-41.45,19.859,19.06,19.035,19.999,20.084,22.47,20.417,22.59,20.129,22.442,20.712,21.863
SPLUS-s32s33,57.31,-41.45,19.893,19.106,19.064,20.032,20.123,22.501,20.452,22.612,20.149,22.455,20.724,21.883
SPLUS-s32s34,59.1,-41.45,19.933,19.151,19.105,20.053,20.124,22.506,20.457,22.622,20.164,22.474,20.732,21.908
SPLUS-s32s35,60.9,-41.45,19.932,19.155,19.098,20.045,20.115,22.508,20.455,22.614,20.155,22.474,20.73,21.905
SPLUS-s32s36,62.69,-41.45,19.901,19.134,19.092,20.034,20.112,22.503,20.458,22.618,20.149,22.477,20.74,21.921
SPLUS-s32s37,64.48,-41.45,20.485,19.7,19.673,20.66,20.782,23.173,21.149,23.326,20.864,23.16,21.495,22.545
SPLUS-s32s38,66.27,-41.45,20.702,19.922,19.895,20.857,20.97,23.326,21.284,23.401,20.934,23.237,21.525,22.678
SPLUS-s32s39,68.06,-41.45,20.773,19.979,19.962,20.926,21.017,23.394,21.344,23.477,21.002,23.299,21.569,22.715
SPLUS-s32s40,69.85,-41.45,20.756,19.959,19.947,20.94,21.042,23.397,21.361,23.458,20.992,23.289,21.561,22.699
SPLUS-s32s41,71.64,-41.45,20.83,19.994,19.983,20.963,21.078,23.449,21.399,23.5,21.023,23.317,21.577,22.735
SPLUS-s32s42,73.43,-41.45,20.909,20.161,20.169,21.157,21.311,23.632,21.558,23.56,21.06,23.327,21.606,22.724
SPLUS-s32s43,315.23,-41.45,20.895,20.103,20.111,21.18,21.299,23.614,21.566,23.588,21.112,23.395,21.637,22.84
SPLUS-s32s44,317.02,-41.45,20.362,19.638,19.689,20.683,20.826,23.244,21.173,23.3,20.918,23.146,21.456,22.619
SPLUS-s32s45,318.8,-41.45,20.779,20.022,20.014,21.005,21.123,23.482,21.428,23.524,21.051,23.332,21.601,22.757
SPLUS-s32s65,354.63,-41.45,20.895,20.106,20.064,21.05,21.163,23.513,21.447,23.534,21.054,23.351,21.611,22.757
SPLUS-s33s06,9.14,-42.76,20.961,20.168,20.184,21.168,21.289,23.619,21.547,23.604,21.117,23.399,21.649,22.831
SPLUS-s33s29,51.17,-42.76,19.879,19.096,19.062,20.031,20.126,22.505,20.456,22.608,20.15,22.453,20.722,21.881
SPLUS-s33s30,53.0,-42.76,19.847,19.087,19.063,19.995,20.095,22.481,20.432,22.601,20.14,22.447,20.721,21.873
SPLUS-s33s31,54.82,-42.76,19.887,19.1,19.064,20.014,20.096,22.471,20.429,22.594,20.133,22.445,20.715,21.864
SPLUS-s33s32,56.65,-42.76,19.756,18.99,18.952,19.926,20.032,22.432,20.396,22.565,20.106,22.425,20.703,21.846
SPLUS-s33s33,58.48,-42.76,19.81,19.07,19.047,20.005,20.091,22.486,20.442,22.608,20.156,22.465,20.731,21.897
SPLUS-s33s34,60.3,-42.76,19.952,19.154,19.102,20.065,20.14,22.519,20.474,22.637,20.182,22.481,20.744,21.907
SPLUS-s33s35,62.13,-42.76,19.972,19.147,19.108,20.071,20.14,22.507,20.471,22.639,20.187,22.474,20.748,21.901
SPLUS-s33s36,63.96,-42.76,20.78,19.976,19.957,20.933,21.036,23.403,21.351,23.472,20.992,23.296,21.558,22.712
SPLUS-s33s37,65.79,-42.76,20.59,19.806,19.781,20.743,20.852,23.233,21.203,23.352,20.893,23.218,21.511,22.647
SPLUS-s33s38,67.61,-42.76,20.704,19.895,19.904,20.842,20.961,23.315,21.278,23.413,20.941,23.244,21.534,22.677
SPLUS-s33s39,69.44,-42.76,20.644,19.815,19.822,20.784,20.886,23.279,21.242,23.393,20.937,23.205,21.519,22.592
SPLUS-s33s40,71.27,-42.76,20.771,19.954,19.956,20.946,21.06,23.421,21.376,23.491,21.021,23.298,21.575,22.72
SPLUS-s33s41,73.1,-42.76,20.787,19.98,19.969,20.955,21.082,23.447,21.397,23.499,21.028,23.308,21.579,22.744
SPLUS-s33s42,74.93,-42.76,20.975,20.191,20.178,21.211,21.341,23.659,21.584,23.621,21.106,23.377,21.639,22.797
SPLUS-s33s43,316.14,-42.76,20.61,19.821,19.83,20.78,20.911,23.214,21.198,23.18,20.699,23.001,21.128,22.39
SPLUS-s33s44,317.97,-42.76,20.807,20.03,20.037,21.017,21.135,23.508,21.444,23.513,21.066,23.331,21.603,22.743
SPLUS-s34s21,37.3,-44.07,20.807,20.003,19.987,20.983,21.098,23.469,21.413,23.519,21.041,23.318,21.592,22.738
SPLUS-s34s28,50.36,-44.07,19.85,19.065,19.015,19.993,20.075,22.462,20.413,22.572,20.112,22.41,20.688,21.815
SPLUS-s34s29,52.23,-44.07,19.844,19.056,19.026,19.987,20.067,22.459,20.405,22.584,20.129,22.435,20.709,21.86
SPLUS-s34s30,54.09,-44.07,19.828,19.036,19.039,19.997,20.082,22.475,20.432,22.591,20.126,22.44,20.714,21.863
SPLUS-s34s31,55.96,-44.07,19.851,19.076,19.049,20.009,20.095,22.482,20.435,22.595,20.139,22.447,20.71,21.875
SPLUS-s34s32,57.83,-44.07,19.864,19.085,19.04,19.984,20.06,22.46,20.4,22.595,20.134,22.447,20.715,21.876
SPLUS-s34s33,59.69,-44.07,19.832,19.08,19.047,20.002,20.084,22.461,20.415,22.594,20.143,22.459,20.723,21.892
SPLUS-s34s34,61.55,-44.07,19.887,19.122,19.061,20.015,20.079,22.462,20.415,22.599,20.15,22.47,20.731,21.917
SPLUS-s34s35,63.42,-44.07,19.901,19.136,19.086,20.039,20.114,22.491,20.441,22.616,20.157,22.468,20.734,21.91
SPLUS-s34s36,65.28,-44.07,19.931,19.151,19.09,20.046,20.133,22.504,20.454,22.618,20.159,22.48,20.737,21.923
SPLUS-s34s37,67.15,-44.07,20.648,19.837,19.817,20.818,20.929,23.32,21.277,23.431,20.957,23.257,21.546,22.658
SPLUS-s34s38,69.02,-44.07,20.623,19.83,19.809,20.744,20.849,23.21,21.169,23.342,20.885,23.202,21.501,22.629
SPLUS-s34s39,70.88,-44.07,20.533,19.718,19.704,20.663,20.752,23.131,21.091,23.28,20.828,23.141,21.465,22.526
SPLUS-s34s40,72.75,-44.07,20.74,19.942,19.931,20.923,21.033,23.402,21.358,23.488,21.019,23.315,21.598,22.748
SPLUS-s34s41,74.61,-44.07,20.929,20.147,20.151,21.165,21.278,23.6,21.536,23.575,21.078,23.36,21.631,22.804
SPLUS-s34s42,315.23,-44.07,20.906,20.133,20.167,21.176,21.308,23.637,21.572,23.598,21.117,23.411,21.652,22.869
SPLUS-s34s43,317.1,-44.07,20.699,19.943,19.972,20.995,21.125,23.509,21.457,23.528,21.048,23.356,21.604,22.827
SPLUS-s35s28,51.43,-45.37,19.847,19.053,19.022,19.974,20.064,22.45,20.397,22.571,20.11,22.403,20.688,21.808
SPLUS-s35s29,53.33,-45.37,19.842,19.056,19.023,19.999,20.093,22.47,20.416,22.591,20.13,22.438,20.707,21.865
SPLUS-s35s30,55.24,-45.37,19.845,19.069,19.042,20.003,20.089,22.471,20.42,22.586,20.128,22.436,20.703,21.862
SPLUS-s35s31,57.14,-45.37,19.873,19.074,19.049,20.002,20.093,22.478,20.434,22.597,20.135,22.438,20.71,21.865
SPLUS-s35s32,59.05,-45.37,19.898,19.134,19.081,20.033,20.11,22.48,20.432,22.597,20.14,22.453,20.712,21.877
SPLUS-s35s33,60.95,-45.37,19.739,18.986,18.936,19.891,19.968,22.312,20.296,22.498,20.035,22.395,20.666,21.833
SPLUS-s35s34,62.86,-45.37,19.89,19.116,19.07,20.031,20.098,22.48,20.431,22.603,20.142,22.471,20.728,21.916
SPLUS-s35s35,64.76,-45.37,19.853,19.086,19.048,19.987,20.057,22.447,20.398,22.581,20.122,22.444,20.704,21.869
SPLUS-s35s36,66.67,-45.37,19.901,19.1,19.044,20.022,20.089,22.478,20.425,22.606,20.144,22.467,20.723,21.913
SPLUS-s35s37,68.57,-45.37,20.678,19.858,19.846,20.84,20.946,23.33,21.287,23.425,20.964,23.273,21.554,22.664
SPLUS-s35s38,70.48,-45.37,20.674,19.88,19.851,20.836,20.952,23.343,21.28,23.427,20.964,23.276,21.554,22.714
SPLUS-s35s39,72.38,-45.37,20.793,19.995,19.975,20.941,21.051,23.417,21.376,23.481,21.011,23.289,21.573,22.695
SPLUS-s35s40,74.29,-45.37,20.818,20.021,19.998,20.965,21.06,23.418,21.363,23.48,21.012,23.299,21.571,22.722
SPLUS-s35s41,316.19,-45.37,20.715,19.959,19.964,20.946,21.051,23.42,21.36,23.516,21.036,23.351,21.607,22.806
SPLUS-s35s45,323.81,-45.37,20.946,20.151,20.138,21.139,21.273,23.603,21.534,23.598,21.108,23.382,21.644,22.754
SPLUS-s36s17,31.3,-46.67,20.799,19.994,19.979,20.965,21.088,23.453,21.408,23.51,21.032,23.324,21.6,22.741
SPLUS-s36s28,52.83,-46.67,19.873,19.068,19.028,20.007,20.094,22.478,20.431,22.587,20.128,22.427,20.706,21.844
SPLUS-s36s29,54.78,-46.67,19.853,19.067,19.032,20.003,20.1,22.48,20.429,22.589,20.129,22.437,20.708,21.865
SPLUS-s36s30,56.74,-46.67,19.877,19.099,19.057,20.008,20.092,22.477,20.423,22.59,20.14,22.448,20.72,21.878
SPLUS-s36s31,58.7,-46.67,19.899,19.137,19.099,20.045,20.13,22.512,20.459,22.617,20.16,22.459,20.718,21.877
SPLUS-s36s32,60.65,-46.67,19.919,19.137,19.079,20.027,20.1,22.474,20.428,22.602,20.147,22.47,20.729,21.926
SPLUS-s36s33,62.61,-46.67,19.904,19.129,19.068,20.019,20.092,22.469,20.427,22.595,20.138,22.453,20.72,21.88
SPLUS-s36s34,64.57,-46.67,19.883,19.103,19.062,19.993,20.059,22.45,20.405,22.584,20.127,22.456,20.719,21.904
SPLUS-s36s35,66.52,-46.67,19.744,18.975,18.916,19.834,19.922,22.309,20.27,22.507,20.081,22.406,20.697,21.847
SPLUS-s36s36,68.48,-46.67,20.723,19.918,19.898,20.872,20.989,23.363,21.324,23.444,20.98,23.27,21.558,22.684
SPLUS-s36s37,70.43,-46.67,20.548,19.75,19.702,20.684,20.767,23.153,21.116,23.302,20.862,23.166,21.488,22.564
SPLUS-s36s38,72.39,-46.67,20.607,19.832,19.807,20.794,20.893,23.269,21.231,23.37,20.917,23.214,21.52,22.616
SPLUS-s36s39,74.35,-46.67,20.788,20.002,19.99,20.944,21.048,23.404,21.357,23.474,21.001,23.294,21.559,22.712
SPLUS-s36s40,315.0,-46.67,20.74,19.952,19.932,20.968,21.125,23.501,21.436,23.534,21.055,23.347,21.61,22.816
SPLUS-s36s41,316.96,-46.67,20.727,19.942,19.945,20.981,21.093,23.473,21.428,23.519,21.037,23.352,21.619,22.803
SPLUS-s36s48,330.65,-46.67,19.717,18.946,18.928,19.912,20.003,22.417,20.366,22.557,20.098,22.406,20.69,21.818
SPLUS-s37s20,38.0,-47.97,19.867,19.066,19.046,19.999,20.09,22.47,20.423,22.587,20.123,22.428,20.7,21.837
SPLUS-s37s28,54.0,-47.97,19.841,19.064,19.036,19.986,20.073,22.457,20.416,22.582,20.119,22.43,20.694,21.852
SPLUS-s37s29,56.0,-47.97,19.848,19.063,19.039,20.004,20.089,22.48,20.433,22.591,20.131,22.436,20.706,21.865
SPLUS-s37s30,58.0,-47.97,19.865,19.08,19.06,20.014,20.097,22.491,20.441,22.598,20.133,22.45,20.709,21.872
SPLUS-s37s31,60.0,-47.97,19.866,19.077,19.043,19.993,20.082,22.464,20.411,22.585,20.133,22.435,20.718,21.86
SPLUS-s37s32,62.0,-47.97,19.908,19.11,19.062,20.027,20.11,22.498,20.452,22.611,20.152,22.456,20.719,21.89
SPLUS-s37s33,64.0,-47.97,19.91,19.123,19.091,20.044,20.12,22.504,20.455,22.616,20.157,22.467,20.735,21.904
SPLUS-s37s34,66.0,-47.97,19.919,19.141,19.097,20.054,20.137,22.515,20.47,22.616,20.157,22.46,20.719,21.887
SPLUS-s37s35,68.0,-47.97,19.933,19.139,19.088,20.037,20.11,22.485,20.436,22.61,20.15,22.472,20.726,21.919
SPLUS-s37s36,70.0,-47.97,20.728,19.928,19.918,20.902,21.014,23.383,21.344,23.461,20.991,23.287,21.569,22.699
SPLUS-s37s37,72.0,-47.97,20.359,19.578,19.558,20.495,20.57,22.951,20.918,23.186,20.76,23.101,21.437,22.512
SPLUS-s37s38,74.0,-47.97,20.771,19.93,19.927,20.901,21.017,23.387,21.345,23.464,20.993,23.288,21.563,22.699
SPLUS-s37s39,316.0,-47.97,20.739,19.98,19.988,20.997,21.134,23.492,21.44,23.551,21.059,23.369,21.621,22.854
SPLUS-s37s44,326.0,-47.97,20.75,19.989,20.0,21.002,21.132,23.504,21.45,23.539,21.067,23.353,21.186,22.801
SPLUS-s38s05,8.18,-49.27,19.807,19.024,18.996,19.989,20.096,22.484,20.445,22.616,20.174,22.477,20.751,21.922
SPLUS-s38s27,53.18,-49.27,19.805,19.02,18.977,19.947,20.04,22.42,20.375,22.547,20.091,22.398,20.688,21.811
SPLUS-s38s28,55.23,-49.27,19.868,19.092,19.057,20.021,20.118,22.486,20.44,22.606,20.142,22.465,20.725,21.916
SPLUS-s38s29,57.27,-49.27,19.852,19.071,19.063,19.998,20.089,22.476,20.431,22.59,20.128,22.445,20.711,21.892
SPLUS-s38s30,59.32,-49.27,20.823,20.034,20.043,21.021,21.141,23.507,21.441,23.542,21.076,23.351,21.611,22.772
SPLUS-s38s31,61.36,-49.27,19.902,19.122,19.089,20.038,20.117,22.501,20.45,22.61,20.161,22.468,20.73,21.911
SPLUS-s38s32,63.41,-49.27,19.919,19.118,19.083,20.033,20.122,22.5,20.455,22.615,20.155,22.472,20.729,21.921
SPLUS-s38s33,65.45,-49.27,19.888,19.118,19.077,20.044,20.138,22.507,20.459,22.616,20.158,22.47,20.725,21.916
SPLUS-s38s34,67.5,-49.27,19.912,19.139,19.103,20.053,20.139,22.511,20.463,22.615,20.152,22.464,20.724,21.913
SPLUS-s38s35,69.55,-49.27,19.894,19.124,19.068,20.031,20.114,22.497,20.449,22.609,20.149,22.467,20.726,21.91
SPLUS-s38s36,71.59,-49.27,20.71,19.938,19.917,20.885,21.0,23.378,21.329,23.453,20.985,23.285,21.565,22.702
